Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year,Month,Day
23966,2686,0,747,457,0.0,1741,604,106,365,0,8,86,0,4,290,6.376631705267953,1.4142135623730951,0.4472135954999579,168.744,4.661077817926388,0,2013.0,9.0,17.0
24257,2579,0,47,4,1.0,147,311,52,365,0,11,461,0,5,846,6.186473609364876,2.0,0.5196152422706632,-119.6712,4.661077817926388,3,2012.0,11.0,16.0
16902,1797,2,1225,772,0.0,1421,64,108,365,4,10,2477,2,6,324,6.3769990197272675,2.0,0.0,64.56,4.660888674744435,1,2013.0,10.0,25.0
7298,4955,0,1167,703,1.4142135623730951,1868,648,16,365,5,10,1450,1,1,877,6.6309472030822345,1.4142135623730951,0.0,249.84,4.6605102810212555,1,2011.0,8.0,30.0
10407,2165,2,474,289,0.0,1427,296,38,365,4,3,2855,2,11,1263,6.519748139841111,1.7320508075688772,0.3872983346207417,-111.6225,4.6605102810212555,1,2014.0,1.0,1.0
17948,2051,1,445,248,1.4142135623730951,1294,444,108,365,4,10,1457,1,1,431,6.286798518962683,1.0,0.0,91.17,4.6605102810212555,1,2014.0,6.0,4.0
31364,95,3,175,105,1.0,672,37,122,274,6,12,1521,1,2,893,7.015733964240798,2.8284271247461903,0.4472135954999579,111.3024,4.660321030452939,3,2011.0,12.0,5.0
32027,6516,0,427,259,0.0,1380,466,122,8,6,6,583,0,5,658,6.298298299741716,1.7320508075688772,0.31622776601683794,102.4998,4.660321030452939,3,2013.0,12.0,4.0
48809,1178,2,1029,618,0.0,303,14,34,365,1,0,1704,1,1,719,6.341275991025312,1.4142135623730951,0.0,16.98,4.660037087428932,0,2012.0,8.0,2.0
5809,6343,3,144,112,1.0,350,245,72,365,5,7,1105,0,16,114,7.155458751156731,2.23606797749979,0.4472135954999579,-208.02,4.659942421835071,3,2011.0,12.0,9.0
14461,1812,0,608,386,1.0,1160,204,121,365,4,7,1926,1,14,503,6.677788502319801,2.0,0.0,388.8,4.659753063758383,1,2013.0,11.0,19.0
25298,3808,3,1031,623,0.0,718,246,23,365,0,8,1336,1,1,869,6.83186726194968,1.7320508075688772,0.0,101.79,4.659658371272161,1,2013.0,5.0,3.0
28262,3089,0,50,13,0.0,151,300,23,365,0,8,2562,2,6,312,6.956126307707532,2.0,0.0,262.08,4.659658371272161,3,2011.0,12.0,6.0
48448,4392,1,609,343,0.0,937,215,53,365,3,5,897,0,5,838,5.586274401194249,1.4142135623730951,0.0,77.04,4.659563669818423,0,2013.0,3.0,22.0
29972,3947,2,1190,710,1.4142135623730951,1844,609,23,365,0,8,512,0,5,752,6.218002331490207,2.23606797749979,0.0,30.0,4.65946895939547,1,2014.0,3.0,27.0
32760,715,0,749,461,1.0,1438,666,122,237,6,3,534,0,5,816,6.933146184294752,2.449489742783178,0.5477225575051661,-29.2776,4.659374240001603,3,2013.0,8.0,27.0
41840,4904,3,1115,722,0.0,1367,486,71,365,1,0,3467,2,11,1586,6.370654123803884,2.8284271247461903,0.0,239.04,4.65918477429433,2,2013.0,6.0,28.0
16422,2326,1,198,79,0.0,1073,473,38,365,4,3,808,0,9,1610,5.837992803418082,2.6457513110645907,0.0,153.93,4.659090027977522,1,2014.0,11.0,5.0
31277,3500,1,927,574,1.0,1338,465,5,365,0,9,2455,2,6,315,6.452332825813858,1.4142135623730951,0.0,132.96,4.659090027977522,1,2012.0,5.0,7.0
5694,6340,0,760,466,0.0,1634,654,72,365,5,7,181,0,4,274,6.4928820529967775,1.7320508075688772,0.4472135954999579,-0.036,4.658900508409059,3,2011.0,11.0,25.0
224,5238,2,849,507,1.0,1913,447,72,365,5,7,1412,1,1,726,6.584957124507743,1.4142135623730951,0.0,86.76,4.658710952916121,3,2012.0,12.0,4.0
17210,2152,3,569,358,0.0,390,24,108,365,4,10,2452,2,6,1540,7.6618658475001995,2.449489742783178,0.0,233.64,4.658331734102323,2,2014.0,8.0,14.0
6440,4960,3,426,258,1.4142135623730951,1102,619,72,365,5,7,2837,2,11,1296,7.120606040810914,2.6457513110645907,0.0,420.28,4.65757286478114,3,2011.0,10.0,3.0
39345,774,3,356,214,1.0,1336,466,122,3,6,6,1277,1,1,79,6.562246334027572,2.6457513110645907,0.0,197.9208,4.65757286478114,1,2013.0,7.0,4.0
21238,3622,3,1226,774,0.0,2027,465,5,365,0,9,997,0,16,182,7.074197253267041,2.23606797749979,0.5477225575051661,151.695,4.657477965611436,1,2013.0,6.0,8.0
30585,3185,3,1272,773,0.0,1432,717,82,365,0,9,1091,0,16,113,7.559163377959344,2.0,0.0,517.56,4.656718447868668,3,2011.0,1.0,31.0
48974,1154,1,257,170,0.0,2102,134,19,365,1,0,3027,2,11,1249,5.8661847306812245,1.4142135623730951,0.0,28.14,4.656623467577007,0,2011.0,6.0,20.0
38987,6607,0,1091,627,1.0,1815,706,122,42,6,10,1198,0,16,800,6.773011723413441,1.7320508075688772,0.0,157.1292,4.656338472562491,3,2014.0,7.0,16.0
32463,378,1,698,435,0.0,1739,716,122,359,6,12,2150,2,0,1056,6.106866973583819,3.0,0.0,49.2723,4.656243456172092,0,2012.0,11.0,2.0
34634,6563,0,1011,591,0.0,1377,117,122,340,6,12,1058,0,16,366,6.345159053953334,1.7320508075688772,0.4472135954999579,28.4364,4.656243456172092,3,2014.0,8.0,22.0
11245,4535,2,767,467,0.0,593,296,38,365,4,3,1255,1,1,722,6.803764935320904,1.4142135623730951,0.31622776601683794,-10.026,4.655578088531937,3,2012.0,9.0,17.0
21216,4181,3,789,482,0.0,69,253,23,365,0,8,2494,2,6,251,6.345759160305976,1.7320508075688772,0.0,187.74,4.655578088531937,1,2014.0,3.0,26.0
23004,3200,2,649,350,1.0,718,246,23,365,0,8,2133,2,0,535,6.363803664784045,2.23606797749979,0.0,225.9,4.655578088531937,1,2012.0,4.0,25.0
28658,3653,2,197,73,1.0,1338,465,5,365,0,9,1665,1,7,669,5.893256171588769,2.8284271247461903,0.31622776601683794,-16.176,4.655102554736301,0,2013.0,9.0,20.0
43033,6018,3,242,167,0.0,295,114,96,365,3,5,735,0,4,443,6.718481612175543,1.4142135623730951,0.0,148.74,4.654626794700683,1,2013.0,1.0,8.0
5572,5430,1,1019,598,1.4142135623730951,739,197,72,365,5,7,608,0,5,1190,5.730073808610269,2.6457513110645907,0.4472135954999579,-76.748,4.654246023634684,0,2013.0,1.0,4.0
22566,3376,0,140,80,1.4142135623730951,1028,228,23,365,0,8,1114,0,16,368,6.489214049824777,1.4142135623730951,0.5477225575051661,93.846,4.654055583717902,1,2012.0,6.0,6.0
20447,4323,0,482,286,0.0,1829,228,23,365,0,8,700,0,5,1233,6.877667136664852,2.6457513110645907,0.0,348.81,4.653960350157523,1,2014.0,3.0,13.0
30532,3499,2,77,47,1.4142135623730951,1335,658,82,365,0,9,248,0,4,1487,5.827179352800126,1.4142135623730951,0.0,135.36,4.653960350157523,0,2012.0,5.0,15.0
20473,2751,3,672,377,0.0,868,307,52,365,0,11,559,0,5,1227,7.437353588071411,2.23606797749979,0.5196152422706632,-232.5,4.653579325195778,3,2013.0,5.0,29.0
6986,5198,0,281,181,0.0,280,108,4,365,5,10,2526,2,6,257,5.847124551420047,2.449489742783178,0.6340346993658943,-24.36264,4.653388758258566,1,2012.0,9.0,3.0
21509,3529,1,890,502,1.4142135623730951,900,553,51,365,0,4,3200,2,13,54,5.435162014275881,1.7320508075688772,0.0,70.74,4.653293461169819,0,2013.0,11.0,11.0
11750,2401,0,472,283,1.4142135623730951,1993,703,6,365,4,3,2700,2,6,245,5.77137881589301,1.0,0.0,143.97,4.653007515402251,0,2014.0,10.0,1.0
13841,4580,3,117,108,0.0,1777,204,121,365,4,7,272,0,4,455,7.28665735969758,2.0,0.0,335.64,4.652626127144387,3,2013.0,9.0,5.0
18758,1234,0,1279,747,0.0,1494,296,38,365,4,3,1538,1,2,205,5.6185876285929695,2.23606797749979,0.0,49.35,4.65224459337402,0,2011.0,9.0,19.0
14285,1760,0,63,51,1.0,259,102,41,365,4,3,274,0,4,928,6.484790948702183,1.4142135623730951,0.31622776601683794,247.062,4.651862913980073,3,2013.0,9.0,12.0
10584,4696,3,638,344,1.4142135623730951,544,296,38,365,4,3,1204,0,16,1038,7.511912763332423,2.449489742783178,0.5916079783099616,-56.43,4.651481088851342,1,2014.0,1.0,6.0
25363,4172,2,1179,715,1.4142135623730951,267,547,5,365,0,9,92,0,4,926,6.896650852416635,1.7320508075688772,0.31622776601683794,43.857,4.650717000944062,1,2014.0,5.0,19.0
19553,1486,3,750,463,1.4142135623730951,60,517,38,365,4,3,2085,2,0,1471,7.156761489822074,2.23606797749979,0.0,499.8,4.650621448892009,3,2012.0,8.0,31.0
23939,2806,1,918,500,1.0,986,357,68,365,0,11,3155,2,13,1125,5.680854970012496,2.0,0.0,119.76,4.6504303173929555,0,2014.0,11.0,17.0
33130,1071,3,89,2,1.0,122,666,122,247,6,3,2807,2,11,105,7.273080104596036,1.7320508075688772,0.6324555320336759,-263.9967,4.650334737942465,3,2014.0,8.0,2.0
8673,6351,3,71,23,1.0,407,152,48,365,5,3,689,0,5,1227,6.846773093247343,2.23606797749979,0.6324555320336759,-219.36,4.650239149355669,3,2011.0,9.0,30.0
23413,4189,3,1223,759,0.0,1158,454,91,365,0,11,542,0,5,1228,6.959130195038549,1.7320508075688772,0.5,308.4975,4.649952328759984,3,2014.0,2.0,14.0
7405,5954,3,453,279,1.4142135623730951,1671,699,72,365,5,7,558,0,5,1185,6.430042006666349,3.0,0.4472135954999579,108.36,4.648708488002574,2,2014.0,6.0,6.0
29589,3902,2,594,352,0.0,1212,702,5,365,0,9,2220,2,0,1105,7.199404970015274,2.449489742783178,0.31622776601683794,311.994,4.648325456302019,3,2014.0,4.0,24.0
975,5657,1,955,578,1.4142135623730951,847,245,72,365,5,7,1924,1,14,1333,5.653050426249428,1.7320508075688772,0.0,113.64,4.648229675448539,0,2014.0,1.0,15.0
35939,929,2,524,326,0.0,620,164,122,260,6,12,432,0,5,1214,6.3632625588123,2.0,0.4472135954999579,-28.9568,4.648229675448539,0,2014.0,10.0,23.0
37471,6279,3,965,570,1.4142135623730951,1799,438,122,196,6,3,1899,1,14,1543,6.732663524072866,1.4142135623730951,0.0,226.3626,4.648229675448539,3,2011.0,8.0,2.0
7904,5641,2,816,508,1.0,1710,74,32,365,5,2,475,0,5,1229,7.315867546935655,2.449489742783178,0.4472135954999579,-225.504,4.648133885420207,3,2014.0,12.0,2.0
33024,6669,2,477,280,1.0,548,495,122,110,6,6,1048,0,16,1373,6.95592620384343,2.23606797749979,0.6324555320336759,-69.89,4.647942277831961,1,2014.0,4.0,30.0
13536,4651,3,1290,785,0.0,157,30,57,365,4,10,3243,2,13,402,6.667068745449765,1.4142135623730951,0.6324555320336759,52.308,4.647846460268528,2,2014.0,8.0,2.0
499,5291,3,864,492,1.0,1709,704,27,365,5,2,2398,2,6,758,7.10711083002085,2.6457513110645907,0.044721359549995794,266.35588,4.64688777933996,1,2012.0,4.0,23.0
8872,5540,2,638,344,1.4142135623730951,605,61,16,365,5,10,2559,2,6,779,5.953114910457382,2.0,0.044721359549995794,156.91056,4.646599995751231,0,2013.0,9.0,21.0
21696,3618,1,839,525,1.4142135623730951,149,71,116,365,0,11,1444,1,1,431,6.100849976920664,1.0,0.41231056256176607,-10.7331,4.646312129319266,0,2013.0,6.0,6.0
8361,5648,3,972,613,1.0,464,187,72,365,5,7,1075,0,16,168,6.679267472542151,1.7320508075688772,0.4472135954999579,99.336,4.6459281784602595,2,2014.0,4.0,29.0
6378,5817,3,872,527,0.0,79,585,35,365,5,3,324,0,4,925,7.43502495516406,2.6457513110645907,0.0,220.08,4.6459281784602595,3,2014.0,12.0,18.0
13603,1294,3,1060,629,0.0,1957,59,41,365,4,3,3055,2,13,396,6.652088535962367,2.23606797749979,0.0,46.35,4.645832167706981,1,2011.0,11.0,23.0
219,6309,2,1089,634,1.0,1722,594,32,365,5,2,3205,2,13,68,6.290160740822864,2.8284271247461903,0.4472135954999579,-107.68,4.645544080126364,0,2011.0,12.0,28.0
22986,4322,3,233,131,0.0,1832,465,5,365,0,9,2927,2,11,1255,7.031529222150679,2.0,0.31622776601683794,414.6,4.645351975620923,1,2014.0,11.0,25.0
28575,3516,0,291,144,1.0,795,328,59,365,0,8,2853,2,11,1006,5.907403359481547,1.7320508075688772,0.0,29.34,4.645351975620923,0,2013.0,6.0,14.0
28829,2706,3,866,516,1.4142135623730951,819,288,23,365,0,8,1065,0,16,188,6.617475167882092,1.4142135623730951,0.5477225575051661,-234.846,4.644871552839644,2,2013.0,5.0,28.0
7950,5750,0,85,54,1.0,714,308,72,365,5,7,207,0,4,1399,6.5770376527834475,3.0,0.4472135954999579,224.028,4.644679319082804,1,2014.0,3.0,25.0
35120,429,3,223,178,0.0,1336,466,122,1,6,6,1834,1,14,484,6.899924699866949,2.449489742783178,0.0,257.712,4.644487048365042,3,2012.0,9.0,14.0
37407,602,3,1176,727,0.0,1437,495,122,121,6,6,684,0,5,660,7.296956849820529,2.6457513110645907,0.5477225575051661,-21.0686,4.644487048365042,3,2013.0,11.0,13.0
9495,5148,3,1295,783,1.0,476,619,72,365,5,7,2120,2,0,157,6.761804223497833,2.23606797749979,0.0,293.4,4.6443908991413725,1,2012.0,11.0,20.0
24108,3715,3,1303,791,1.0,2087,317,23,365,0,8,347,0,4,275,7.820921133508767,2.449489742783178,0.0,1046.16,4.6443908991413725,3,2013.0,9.0,14.0
16069,1580,0,1011,591,0.0,566,602,121,365,4,7,271,0,4,442,6.711058897682776,1.4142135623730951,0.0,270.72,4.644294740672142,1,2012.0,10.0,30.0
36617,6665,0,408,215,1.4142135623730951,968,665,122,98,6,10,995,0,16,352,7.747215073256331,2.6457513110645907,0.6324555320336759,-1002.7836,4.6441985729555695,1,2014.0,10.0,3.0
3801,5027,0,168,76,0.0,800,279,27,365,5,2,2018,1,14,586,6.317092481974517,2.0,0.0,132.64,4.6437175956003305,1,2011.0,9.0,16.0
41763,6119,2,555,338,0.0,1204,401,99,365,3,5,877,0,5,756,6.998710535312248,2.449489742783178,0.0,317.16,4.6434288981051814,1,2014.0,5.0,9.0
34514,812,3,473,284,1.0,1336,466,122,2,6,6,1585,1,3,591,6.837521638059052,1.7320508075688772,0.4472135954999579,314.2719,4.643236386794547,2,2014.0,11.0,11.0
11761,2063,3,497,294,0.0,1982,370,57,365,4,10,2233,2,0,154,7.166072905304,2.23606797749979,0.0,51.75,4.64314011723972,3,2014.0,7.0,3.0
7215,5087,2,677,378,1.0,1153,403,83,365,5,3,3390,2,13,406,6.72368819964972,3.0,0.0,324.0,4.6430438384161725,1,2011.0,12.0,5.0
48037,6201,3,458,279,1.4142135623730951,945,342,109,365,1,0,1636,1,1,425,6.900891778960735,1.4142135623730951,0.0,248.04,4.642369626977198,3,2014.0,6.0,23.0
33408,493,1,1142,671,0.0,1579,117,122,315,6,12,672,0,5,651,5.781163180807067,2.0,0.4472135954999579,20.196,4.642176911617187,0,2012.0,10.0,31.0
47693,1204,2,428,259,0.0,26,12,34,365,1,0,3017,2,13,1168,6.893859173790026,2.8284271247461903,0.0,78.72,4.642176911617187,3,2014.0,10.0,3.0
14884,1790,2,470,288,1.0,1990,698,57,365,4,10,1663,1,7,303,5.544591335251101,2.23606797749979,0.0,12.6,4.641598542601643,0,2013.0,9.0,11.0
2579,5782,0,1290,785,0.0,585,207,44,365,5,3,2120,2,0,157,6.251749728702811,1.7320508075688772,0.0,176.04,4.6414056785701865,0,2014.0,6.0,30.0
5747,6417,2,641,388,0.0,1074,374,90,365,5,10,171,0,4,453,6.296961979429764,2.8284271247461903,0.6324555320336759,-352.32,4.641309232603964,1,2012.0,12.0,19.0
28699,4252,3,221,173,1.0,1125,246,23,365,0,8,2421,2,6,778,6.906043815263259,2.6457513110645907,0.0,9.87,4.640730361386642,3,2014.0,2.0,24.0
23455,4074,3,99,28,1.4142135623730951,512,311,52,365,0,11,2679,2,6,710,6.908718714728837,1.7320508075688772,0.2645751311064591,268.8039,4.640440800070011,3,2014.0,8.0,27.0
25629,3124,3,995,594,1.4142135623730951,2093,246,23,365,0,8,177,0,4,1387,6.75437097208278,2.23606797749979,0.0,128.4,4.640344260995746,2,2011.0,11.0,16.0
11631,1255,3,112,87,0.0,1501,296,38,365,4,3,1354,1,1,869,7.236972691462756,2.23606797749979,0.31622776601683794,154.23,4.640151154883337,3,2011.0,5.0,2.0
29122,3690,1,317,203,0.0,683,547,5,365,0,9,2069,1,15,983,5.535592593705413,2.449489742783178,0.31622776601683794,2.718,4.639378357317828,1,2013.0,12.0,26.0
29399,2621,0,525,327,0.0,512,311,52,365,0,11,1988,1,14,585,6.943019907912445,2.449489742783178,0.41231056256176607,-62.3862,4.6391850645753685,1,2012.0,7.0,24.0
9222,6649,3,962,575,1.0,998,52,48,365,5,3,2227,2,0,1474,6.242456701241931,2.23606797749979,0.6324555320336759,-153.98,4.638798366968075,1,2014.0,11.0,4.0
13242,1491,3,719,436,1.0,1993,703,6,365,4,3,2665,2,6,1521,7.086905144610457,2.23606797749979,0.0,155.25,4.638701669196884,3,2012.0,1.0,12.0
27170,2895,3,217,157,0.0,486,177,106,365,0,8,3241,2,13,1132,6.872304251626722,1.7320508075688772,0.7071067811865476,-887.04,4.637637376125593,1,2014.0,8.0,9.0
27371,2994,3,879,528,0.0,774,26,23,365,0,8,2024,1,14,497,6.6444665873635005,2.449489742783178,0.0,45.9,4.637540566018542,1,2011.0,9.0,1.0
38305,467,3,728,425,1.0,1799,495,122,126,6,6,607,0,5,643,6.396025913631381,1.7320508075688772,0.5477225575051661,-42.747,4.636959508477498,1,2012.0,8.0,21.0
25378,3768,0,370,196,1.0,2127,272,23,365,0,8,3103,2,13,398,6.634107595494159,2.23606797749979,0.0,258.15,4.636475035816504,1,2013.0,9.0,6.0
16737,1446,2,1093,657,1.4142135623730951,1022,105,38,365,4,3,2424,2,6,1529,6.575842631616941,2.23606797749979,0.3872983346207417,252.9,4.636281181013144,1,2012.0,8.0,18.0
23503,3579,3,614,398,0.0,1158,454,91,365,0,11,649,0,5,837,6.782968398565837,3.0,0.5,164.565,4.635990328327978,3,2013.0,4.0,17.0
11753,1620,1,214,139,1.4142135623730951,1625,683,38,365,4,3,2282,2,0,1469,6.055096407352756,2.8284271247461903,0.0,136.08,4.635699391022914,1,2012.0,1.0,5.0
31263,4367,3,980,607,0.0,409,123,82,365,0,9,2816,2,11,993,7.125572671460932,2.0,0.0,285.72,4.635699391022914,1,2014.0,9.0,29.0
47691,1204,2,428,259,0.0,26,12,34,365,1,0,974,0,4,1513,7.069499908787261,2.8284271247461903,0.0,340.56,4.635505385784164,3,2014.0,10.0,3.0
50470,4,0,358,188,1.0,1640,573,2,365,1,0,3042,2,11,1296,7.37174083590231,2.449489742783178,0.0,349.56,4.635408369048701,3,2011.0,12.0,22.0
38147,6440,3,660,342,1.0,630,725,122,150,6,3,194,0,4,76,7.356841659972485,2.449489742783178,0.0,407.1288,4.635311342900078,3,2013.0,1.0,8.0
22615,3710,3,587,380,0.0,1896,670,23,365,0,8,336,0,4,455,7.691894237547812,2.449489742783178,0.0,372.06,4.635214307336468,3,2013.0,1.0,1.0
29337,4185,0,262,140,0.0,790,607,23,365,0,8,2660,2,6,688,6.191093791357123,1.4142135623730951,0.0,107.22,4.634534794617995,0,2014.0,8.0,19.0
50636,5965,2,273,158,0.0,1548,737,77,365,1,0,981,0,4,1504,5.973453314306131,1.4142135623730951,0.0,90.12,4.634340563287871,0,2012.0,1.0,14.0
35755,820,3,1133,673,0.0,511,164,122,257,6,12,2058,1,15,1088,7.195559343992524,1.4142135623730951,0.4472135954999579,-299.8116,4.634243433473799,2,2014.0,3.0,14.0
3303,6652,3,49,12,1.0,114,541,72,365,5,7,2382,2,6,710,7.084486740265848,2.23606797749979,0.044721359549995794,57.3106,4.634243433473799,3,2014.0,11.0,10.0
17301,1828,3,352,192,0.0,1957,59,41,365,4,3,2671,2,6,1523,7.480281651214875,2.449489742783178,0.0,0.0,4.633757642840004,2,2013.0,7.0,22.0
28410,4155,2,1258,754,0.0,147,311,52,365,0,11,1983,1,14,1341,6.127227198621962,3.0,0.41231056256176607,65.934,4.633563260489309,1,2014.0,12.0,30.0
42760,2459,3,591,382,0.0,1522,536,28,365,3,5,2371,2,13,399,6.8156180600093075,2.449489742783178,0.0,227.7,4.633563260489309,3,2013.0,6.0,19.0
19738,2223,3,309,126,1.4142135623730951,1093,204,121,365,4,7,213,0,4,1392,7.77511539682424,2.449489742783178,0.31622776601683794,740.178,4.6334660551429385,3,2014.0,12.0,23.0
29715,3310,0,889,544,1.4142135623730951,1563,554,9,365,0,4,790,0,9,512,5.535284924455317,2.8284271247461903,0.0,20.16,4.633271616098966,0,2012.0,7.0,7.0
12479,2109,3,92,14,1.0,2002,559,38,365,4,3,2417,2,6,262,6.8732130048462725,1.7320508075688772,0.3872983346207417,-68.1525,4.632493481636982,3,2014.0,12.0,19.0
9113,5124,3,1270,761,1.0,1999,249,44,365,5,3,131,0,4,1410,6.663490231045816,1.7320508075688772,0.0,312.9,4.632396172241683,2,2012.0,11.0,29.0
7676,6566,2,738,428,0.0,96,512,87,365,5,3,3211,2,13,1133,6.6512824260190655,1.7320508075688772,0.6324555320336759,-257.604,4.632396172241683,1,2014.0,10.0,10.0
1857,5576,2,1096,635,1.0,714,308,72,365,5,7,177,0,4,445,6.489533144934541,1.7320508075688772,0.4472135954999579,238.236,4.632298853376344,1,2013.0,8.0,16.0
13720,2027,2,1025,618,0.0,1590,59,41,365,4,3,3352,2,13,55,6.392586905782009,2.8284271247461903,0.0,101.28,4.632201525039122,3,2014.0,1.0,14.0
8207,5472,0,1226,774,0.0,1549,548,72,365,5,7,2006,1,14,1548,6.967720860149571,2.8284271247461903,0.0,254.56,4.6321041872281725,3,2013.0,9.0,21.0
43965,6023,3,205,130,1.0,1488,537,96,365,3,5,1801,1,14,1546,6.939292704980293,2.8284271247461903,0.0,72.0,4.631812116934513,3,2014.0,3.0,27.0
23545,2969,3,1126,712,1.0,868,307,52,365,0,11,1414,1,1,877,7.5424403727603115,2.0,0.41231056256176607,658.668,4.6315199613108735,3,2011.0,12.0,6.0
3943,5048,3,529,319,1.0,474,442,72,365,5,7,2552,2,6,691,6.688445170627538,2.0,0.044721359549995794,-1.60736,4.631227720307381,2,2011.0,12.0,5.0
50436,4804,0,407,239,1.0,134,60,54,365,3,5,3441,2,13,1442,6.457005106658288,1.0,0.0,311.7,4.631130287657623,0,2014.0,9.0,11.0
23581,3147,1,624,346,0.0,36,484,5,365,0,9,3429,2,13,1115,6.660786395131462,2.23606797749979,0.31622776601683794,320.715,4.63044799317236,3,2011.0,10.0,3.0
38197,427,3,1250,735,1.4142135623730951,1336,466,122,0,6,6,2198,2,0,1326,6.329596120553775,2.6457513110645907,0.0,167.979,4.630057901495871,1,2012.0,9.0,7.0
43420,6191,2,367,190,0.0,929,335,109,365,1,0,1641,1,12,479,5.98030248240179,2.8284271247461903,0.0,94.56,4.630057901495871,0,2011.0,8.0,30.0
32287,463,2,1158,676,1.4142135623730951,866,220,122,71,6,10,664,0,5,797,7.0629796678917245,2.23606797749979,0.4472135954999579,131.2785,4.629862798578463,3,2012.0,3.0,29.0
41259,500,0,268,176,1.4142135623730951,808,666,122,233,6,3,308,0,4,288,5.95185431810325,2.0,0.565685424949238,-67.6704,4.6297652328434715,0,2012.0,3.0,19.0
26505,2565,3,688,434,0.0,181,311,52,365,0,11,2719,2,6,780,7.258879365377142,2.0,0.2645751311064591,625.8636,4.629374874684909,1,2012.0,6.0,11.0
7545,5425,3,1224,767,0.0,1696,585,35,365,5,3,447,0,5,742,7.1467406828936335,2.0,0.0,583.68,4.628886712605407,3,2013.0,6.0,24.0
49003,4402,3,821,504,0.0,1726,356,53,365,3,5,3472,2,11,1578,6.485367791678024,2.0,0.0,163.56,4.628886712605407,1,2013.0,11.0,27.0
10450,1813,3,1179,715,1.4142135623730951,1138,397,108,365,4,10,2109,2,0,547,7.639950080792747,2.8284271247461903,0.0,852.24,4.628398312107299,3,2013.0,6.0,14.0
12370,4513,3,292,149,1.0,1947,525,57,365,4,10,2417,2,6,262,6.6305514508179835,1.4142135623730951,0.0,68.1,4.628398312107299,1,2012.0,7.0,13.0
2122,5491,0,651,371,0.0,539,565,24,365,5,10,566,0,5,1232,5.662265794453267,1.7320508075688772,0.0,57.36,4.6280074198908485,0,2013.0,4.0,5.0
25171,4053,3,788,481,0.0,1742,459,68,365,0,11,1951,1,14,1619,6.421443390020222,1.7320508075688772,0.0,153.45,4.6280074198908485,1,2014.0,9.0,4.0
4444,5572,3,1250,735,1.4142135623730951,1303,734,72,365,5,7,2567,2,6,247,6.961000646833918,2.23606797749979,0.044721359549995794,441.2884,4.627714150422986,3,2013.0,1.0,2.0
20081,2245,2,558,337,0.0,1226,296,38,365,4,3,1882,1,14,1612,5.894818725731437,1.7320508075688772,0.31622776601683794,36.171,4.627322990629224,0,2014.0,8.0,18.0
48363,2458,3,274,162,0.0,810,285,28,365,3,5,948,0,9,1350,6.780603493321654,2.8284271247461903,0.0,96.72,4.627225176768922,1,2011.0,10.0,4.0
31823,850,3,988,585,1.4142135623730951,1018,220,122,86,6,10,607,0,5,643,6.529348762814298,1.7320508075688772,0.4472135954999579,42.747,4.627127353340134,1,2014.0,10.0,22.0
40610,338,1,36,32,1.0,517,429,122,145,6,3,1962,1,14,28,6.038634351584372,2.6457513110645907,0.0,117.1296,4.627127353340134,0,2012.0,11.0,11.0
37764,762,3,320,217,1.4142135623730951,1529,558,122,60,6,6,1823,1,14,474,7.6403154618989175,2.23606797749979,0.0,582.232,4.626735963902652,3,2013.0,12.0,3.0
33654,6332,3,276,155,1.0,1336,466,122,2,6,6,1151,0,16,219,7.365652166491111,2.6457513110645907,0.6324555320336759,-447.5947,4.626344421219498,3,2011.0,3.0,17.0
48849,4863,3,423,273,0.0,144,67,69,365,1,0,3011,2,13,1132,7.159727268799839,1.4142135623730951,0.0,89.94,4.626344421219498,3,2012.0,9.0,18.0
32891,355,0,386,225,1.4142135623730951,1456,297,122,186,6,3,41,0,4,1507,5.886265129584266,1.7320508075688772,0.5477225575051661,-35.9058,4.626246511590008,1,2012.0,3.0,24.0
16270,1830,3,890,502,1.4142135623730951,2004,296,38,365,4,3,2989,2,11,557,6.955543036147595,2.0,0.3872983346207417,-49.332,4.624482497020464,1,2013.0,9.0,16.0
8221,5269,1,614,398,0.0,280,108,4,365,5,10,2564,2,6,253,5.695375232628853,2.23606797749979,0.6340346993658943,-40.7116,4.624286303180321,1,2012.0,10.0,6.0
26115,3447,2,698,435,0.0,993,489,52,365,0,11,2889,2,11,1255,7.510221558075234,2.6457513110645907,0.41231056256176607,593.7582,4.624188191823853,1,2012.0,10.0,5.0
6626,5248,2,1028,662,0.0,661,487,72,365,5,7,3198,2,13,400,7.68367988599965,2.23606797749979,0.0,65.1,4.623991940228679,3,2012.0,8.0,14.0
29075,3917,3,384,206,1.0,683,547,5,365,0,9,864,0,9,501,6.43181083800765,2.449489742783178,0.31622776601683794,20.538,4.623108331119105,1,2014.0,9.0,24.0
25995,3041,3,1182,675,1.0,718,246,23,365,0,8,1429,1,1,870,6.429364576359308,1.4142135623730951,0.0,259.86,4.623010104116422,1,2011.0,6.0,22.0
33683,6582,0,306,152,0.0,633,117,122,330,6,12,2439,2,6,773,6.175834005519237,1.4142135623730951,0.4472135954999579,59.998,4.623010104116422,0,2014.0,3.0,26.0
